tempo,rms,spectral_centroid,spectral_bandwidth,zcr,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,chroma,contrast,tonnetz,onset,genre
[172.265625],0.17402546,2017.501318733913,2107.0790150060684,0.0941162109375,-121.05193,113.76873,-4.404567,21.601507,10.899494,0.39867765,22.666254690208802,0.014920019143925446,1.7492876,hip-hop
[117.45383523],0.19552836,3027.4941414370396,2645.7065569541674,0.14593411377708979,-130.60057,54.763474,36.167297,15.628413,-6.367079,0.3963781,23.521115738871924,-0.005186514251675463,2.1505156,hip-hop
[172.265625],0.2160035,1921.1526488890001,2118.841110447485,0.07441149259868421,-158.6655,99.52002,5.0552893,6.7653966,6.706939,0.41214263,22.908117868172454,0.033373288817156406,1.951746,hip-hop
[80.74951172],0.07775656,1957.0468139591917,2111.4650639106476,0.08604142983262383,-179.13467,115.69292,-8.614041,33.775627,4.9683433,0.4492269,22.62850077645999,0.10720085622412849,1.7686318,hip-hop
[69.83741554],0.1823139,876.7995215036352,1322.8833424268366,0.029166490300890094,-226.39305,132.94325,43.561646,26.975637,20.198978,0.36172205,24.194245761774315,0.15356798800009022,1.2833326,hip-hop
[161.49902344],0.22844216,1759.035360693343,1967.0123655202665,0.06132578185468266,-137.76115,110.95889,42.88948,28.302662,11.598725,0.43947655,22.969080712614016,-0.02329703277000048,1.4831682,hip-hop
[95.703125],0.037210423,1557.6291807208088,1959.0364098026714,0.0652025535748839,-330.51828,114.35691,24.282146,16.11549,2.1653357,0.24527524,26.250259611195332,0.10753198895697637,0.8927717,hip-hop
[117.45383523],0.12305897,1521.0159608724314,1598.5603620171285,0.08499306126644737,-230.68404,131.32175,-1.6556786,7.909136,-4.9348335,0.34730998,24.17012352967935,-0.05465020652159225,1.4004045,hip-hop
[89.10290948],0.13169627,2229.26417964868,2571.6702281135313,0.08784376209365326,-145.90186,95.75059,19.76959,12.116764,-0.15634637,0.36970812,21.871798641902007,-0.021526111783717283,1.4645987,hip-hop
[69.83741554],0.2112539,2111.5240739265014,2379.8776935078304,0.08290917364067338,-130.14137,95.69713,19.211575,15.507363,3.4289856,0.45109957,23.62300925938792,-0.06725259107343767,1.9208941,hip-hop
[112.34714674],0.12371113,1094.8811148603381,1084.1489722136703,0.07319192325367647,-288.38672,149.78058,13.796506,10.289481,-9.6342,0.3592343,24.774763332053325,-0.06158297893950393,1.0397714,hip-hop
[92.28515625],0.114794075,1985.2054393203732,2200.902433796537,0.08737248754353716,-210.93121,102.47038,-1.0506195,10.0959425,-6.8954844,0.35291433,24.1526402037611,-0.04215470690073445,1.247453,hip-hop
[198.76802885],0.31081766,2728.8182930550274,2463.4338153137323,0.12834767439047987,-40.751827,75.41766,-1.24437,-7.883207,-18.119326,0.39371228,23.97178064977009,0.05997343094901075,1.8619792,hip-hop
[135.99917763],0.06945139,1774.9487007288362,1748.8365222273708,0.09603947973103716,-222.79552,109.57645,-61.513134,-28.169502,-52.492443,0.2972455,26.21689370261577,-0.0783351818000191,1.0212486,hip-hop
[112.34714674],0.28955564,2439.6864102009426,2386.0669136237657,0.10582891411087461,-29.202677,90.716064,-21.269358,13.022322,1.9793444,0.4322154,22.953548507149385,-0.04791740455576138,1.6320174,hip-hop
[95.703125],0.19349857,3233.161174625626,2547.196602539945,0.18730498984133126,-86.787766,59.9975,3.6558418,22.982317,7.3004866,0.43223608,21.149923772747282,0.017532596523587452,1.9291763,hip-hop
[151.99908088],0.16948284,2318.358071773042,2367.8677314314937,0.08191560444078948,-158.77658,96.68217,23.02132,8.9506445,5.201193,0.44756737,22.204530299203284,-0.0011439694127708458,1.6104037,hip-hop
[86.1328125],0.118069194,976.9262805872683,1437.413391693623,0.03637544141834365,-255.3786,125.48252,34.395596,27.032434,8.767078,0.3893892,22.53328662318077,0.012996959473233953,1.135687,hip-hop
[95.703125],0.20184676,1637.2469211541174,2064.4679912014067,0.04752541178889319,-169.31667,116.9677,33.347725,18.203981,23.920233,0.47966105,24.0754192227714,0.03230667625219342,1.3655965,hip-hop
[89.10290948],0.29588658,1825.1322043869297,2008.813566680019,0.06502266048277863,-81.05523,119.58939,9.580161,17.45742,8.716613,0.45204416,21.518886703262844,-0.018282650920877018,1.4307144,hip-hop
[129.19921875],0.14344558,2444.5607428516046,2417.8774014203946,0.12241498161764706,-75.320206,90.36514,-7.224055,23.764784,-4.134894,0.40878707,21.18055991123572,-0.017321148475679754,1.8617624,hip-hop
[107.66601562],0.22573587,1263.0499328902451,1661.314848873801,0.04207306380611455,-183.30275,126.2994,21.849268,47.86127,14.032975,0.2648212,25.163520929705328,0.10550548872229039,1.4625456,hip-hop
[123.046875],0.20535202,2340.076540037924,2494.0614582451967,0.09489020474554953,-91.43878,90.553085,8.705665,17.264095,6.192542,0.48181453,21.792190344336163,-0.029610758349686617,1.6708977,hip-hop
[75.99954044],0.06944278,1570.2442398440492,1786.6656295748228,0.08316540791892414,-263.06995,108.158646,-6.226814,0.9628007,8.659495,0.31595862,26.655226706741608,0.13463272414108501,0.8603645,hip-hop
[99.38401442],0.12720858,2181.2274222139868,2295.413996840376,0.1008244092250387,-142.64053,96.61362,-7.8478036,34.967045,7.0950646,0.42020106,22.399090582945526,0.05148001299917717,1.5058255,hip-hop
[83.35433468],0.113280885,1583.7037919880086,1786.5923069775895,0.08362458881578948,-156.90799,136.22095,-22.367994,16.158823,-2.1044698,0.32906586,23.840501594999814,-0.02912369407132332,1.3551465,hip-hop
[184.5703125],0.25237754,1810.1093533129338,1937.3454058788914,0.0704602693256579,-113.40972,119.61339,9.507713,20.687479,12.821761,0.35478723,23.851322682624136,0.024956112756086037,1.5075618,hip-hop
[172.265625],0.25503954,2850.573195670178,2749.5725970975977,0.1301783511513158,-22.059618,79.712135,6.01365,17.2033,7.2437544,0.44085205,21.244489237143153,0.019736341452919526,1.895593,hip-hop
[89.10290948],0.23283862,2720.8586552464453,2688.4652347066462,0.10130324230843653,-76.499115,60.02617,9.525849,37.89148,15.46462,0.5188111,21.710262466982744,0.017379938525151465,1.8103602,hip-hop
[66.25600962],0.054531533,1742.4938326271729,1382.4827904523383,0.11331412961977554,-275.1762,82.96494,-54.1253,-12.455998,8.8186455,0.38882178,25.238320877577944,0.02091055569489357,1.4176903,hip-hop
[151.99908088],0.16141942,1310.9919810200474,1561.7022753457047,0.05634999939531734,-183.17236,140.98483,-7.7099323,13.872334,4.242278,0.3400492,25.96319068830355,-0.08367200310372093,0.94003624,hip-hop
[161.49902344],0.07071948,1144.832743162792,1324.7128761730282,0.0489018206994969,-266.09964,128.37811,19.801764,17.281544,-5.180205,0.32868692,24.52272344797952,0.03068752779565482,0.9084221,hip-hop
[95.703125],0.13887693,2769.206575288218,2826.30762523106,0.0914420018624226,-122.48977,71.48328,13.89,29.131458,6.6532173,0.46429494,22.5278663312449,0.025424004862051555,1.6034143,hip-hop
[143.5546875],0.15158808,1650.1276151606858,1459.6790373686847,0.09861920714009288,-168.55391,140.5994,-36.817368,18.52242,-9.641246,0.48229083,19.88294614958668,-0.009008008428552932,1.8198199,hip-hop
[83.35433468],0.21204574,2337.5736333449368,2248.2274195302,0.10141662030766253,-111.96396,78.473076,-12.214773,51.12932,-1.1832905,0.41437677,24.633042114264683,0.04669099732706496,1.6903664,hip-hop
[184.5703125],0.25237754,1810.1093533129338,1937.3454058788914,0.0704602693256579,-113.40972,119.61339,9.507713,20.687479,12.821761,0.35478723,23.851322682624136,0.024956112756086037,1.5075618,hip-hop
[75.99954044],0.06944278,1570.2442398440492,1786.6656295748228,0.08316540791892414,-263.06995,108.158646,-6.226814,0.9628007,8.659495,0.31595862,26.655226706741608,0.13463272414108501,0.8603645,hip-hop
[143.5546875],0.15158808,1650.1276151606858,1459.6790373686847,0.09861920714009288,-168.55391,140.5994,-36.817368,18.52242,-9.641246,0.48229083,19.88294614958668,-0.009008008428552932,1.8198199,hip-hop
[172.265625],0.25503954,2850.573195670178,2749.5725970975977,0.1301783511513158,-22.059618,79.712135,6.01365,17.2033,7.2437544,0.44085205,21.244489237143153,0.019736341452919526,1.895593,hip-hop
[99.38401442],0.12720858,2181.2274222139868,2295.413996840376,0.1008244092250387,-142.64053,96.61362,-7.8478036,34.967045,7.0950646,0.42020106,22.399090582945526,0.05148001299917717,1.5058255,hip-hop
[83.35433468],0.113280885,1583.7037919880086,1786.5923069775895,0.08362458881578948,-156.90799,136.22095,-22.367994,16.158823,-2.1044698,0.32906586,23.840501594999814,-0.02912369407132332,1.3551465,hip-hop
[89.10290948],0.23283862,2720.8586552464453,2688.4652347066462,0.10130324230843653,-76.499115,60.02617,9.525849,37.89148,15.46462,0.5188111,21.710262466982744,0.017379938525151465,1.8103602,hip-hop
[123.046875],0.20535202,2340.076540037924,2494.0614582451967,0.09489020474554953,-91.43878,90.553085,8.705665,17.264095,6.192542,0.48181453,21.792190344336163,-0.029610758349686617,1.6708977,hip-hop
[151.99908088],0.16141942,1310.9919810200474,1561.7022753457047,0.05634999939531734,-183.17236,140.98483,-7.7099323,13.872334,4.242278,0.3400492,25.96319068830355,-0.08367200310372093,0.94003624,hip-hop
[66.25600962],0.054531533,1742.4938326271729,1382.4827904523383,0.11331412961977554,-275.1762,82.96494,-54.1253,-12.455998,8.8186455,0.38882178,25.238320877577944,0.02091055569489357,1.4176903,hip-hop
[161.49902344],0.07071948,1144.832743162792,1324.7128761730282,0.0489018206994969,-266.09964,128.37811,19.801764,17.281544,-5.180205,0.32868692,24.52272344797952,0.03068752779565482,0.9084221,hip-hop
[95.703125],0.13887693,2769.206575288218,2826.30762523106,0.0914420018624226,-122.48977,71.48328,13.89,29.131458,6.6532173,0.46429494,22.5278663312449,0.025424004862051555,1.6034143,hip-hop
[83.35433468],0.21204574,2337.5736333449368,2248.2274195302,0.10141662030766253,-111.96396,78.473076,-12.214773,51.12932,-1.1832905,0.41437677,24.633042114264683,0.04669099732706496,1.6903664,hip-hop
[86.1328125],0.22037566,2059.8988663953,1981.7338557764215,0.10116870041602168,-47.898388,110.599724,-37.894684,27.689442,10.99938,0.44387493,22.130617427126204,0.05089285039524383,1.0480984,metal
[151.99908088],0.30416846,2523.926299088359,2702.6692654430003,0.08763401279508513,-5.5673594,78.9878,4.779467,30.926144,6.8722153,0.46150056,20.539249255728222,0.002185069520029252,1.0918194,metal
[151.99908088],0.25492045,1680.0699569067338,1853.0185016202402,0.07783513024864551,-49.53489,136.63744,-26.369673,20.444765,4.4530525,0.49080864,21.406821713170626,0.032324143229673655,1.2358444,metal
[103.359375],0.07893439,3262.0890722008653,2713.423576791494,0.17715954854392416,-148.0617,50.45152,7.197784,41.30781,-16.173817,0.42956096,23.030874854593574,-0.010984564474850474,1.0820342,metal
[99.38401442],0.09873081,2314.129960998494,2194.9438359124633,0.10254397554663312,-119.61983,99.959526,-27.035519,22.905455,-0.5676808,0.4680025,21.175299056141057,0.02805039181964415,1.2256079,metal
[123.046875],0.060596365,2509.9434648866168,1905.6792284150504,0.18304726804373064,-174.83853,96.544395,-53.27233,70.97599,-49.829983,0.38072664,26.00863358574262,-0.00663299379989281,0.8842546,metal
[99.38401442],0.115705945,959.5705112691928,1372.8095545808003,0.03676281624903251,-204.15845,161.30663,3.4803267,25.350069,16.286617,0.48777527,21.674538109067623,-0.013192334371044225,0.952781,metal
[151.99908088],0.24422944,2682.1447262130428,2277.64372657123,0.16058141749709753,1.3383608,67.952065,-28.088331,53.17417,6.2138047,0.6016934,21.50039177838936,-0.016911845871532646,0.9981305,metal
[92.28515625],0.19740127,2587.557002517374,2412.667212594008,0.11352123343169504,-28.986286,76.83102,-21.376127,36.478,-7.1636696,0.5006687,22.02068579062213,-0.007613587716752237,1.1273489,metal
[99.38401442],0.32452124,2721.113121525827,2775.083224150708,0.09049567349554953,-3.7494898,70.59007,-2.0671594,33.489006,15.267,0.58940697,20.92815691810182,-0.00548291544359236,1.285052,metal
[129.19921875],0.18458666,1430.4151985393696,1811.3923292473771,0.057828826431888546,-122.72958,132.86914,-11.844551,35.34372,-5.780387,0.4745738,20.773432266246243,0.00792028453176923,1.0416322,metal
[89.10290948],0.3355628,2939.9882782625345,2708.7364846818914,0.13888011259191177,28.260958,63.67114,1.6545459,43.647964,3.470032,0.57904196,19.902937400815624,-0.014429102006000177,1.1607918,metal
[95.703125],0.31475917,2949.0931203609284,2846.7831809761683,0.12246411208397832,1.2166034,60.81274,1.9644798,31.85796,7.8970227,0.57122004,19.901747893834848,-0.01748095037173945,1.2173641,metal
[112.34714674],0.28723288,2823.330365905513,2516.5264222045985,0.1542689084268576,35.6996,79.448494,-25.38007,19.107069,-10.346266,0.51498395,21.28874379658129,0.05305909862934074,1.0361334,metal
[83.35433468],0.07067973,881.2324185557844,760.4898418438421,0.07477694768285603,-318.27325,216.29402,-19.75399,7.4766726,17.79959,0.31831628,25.360564788977012,0.005058392270372761,0.77846634,metal
[103.359375],0.30500904,2734.0445407655257,2440.1710956517873,0.13894813939144737,29.701141,68.41748,-24.38303,36.42618,1.6915867,0.49754915,20.885247544137336,-0.04200101882790527,1.1628709,metal
[151.99908088],0.2641977,2912.619442068341,2539.0335912620167,0.15129084631385448,20.74115,63.4511,-14.197482,42.258694,0.65977323,0.52525645,20.482353515893546,-0.041950447226223646,1.0153385,metal
[123.046875],0.2598608,2868.399887164514,2764.305903461146,0.13010276581849844,7.0074162,68.27375,3.2626793,42.34746,7.7321405,0.5088888,22.109404601697623,-0.028189580041233418,0.9880957,metal
[123.046875],0.26441294,2529.546553731929,2170.627265081961,0.15083015371033281,23.058786,85.07014,-27.772615,51.743046,-12.365121,0.5281358,21.06046453724206,0.12014138817498739,0.8774397,metal
[107.66601562],0.16139911,2373.906723633978,1972.180696377211,0.15021942422116874,-105.18198,96.17447,-29.699993,47.08289,2.8296905,0.4544218,24.080464124899773,0.009888840279118488,0.9079671,metal
[69.83741554],0.19071388,3396.0992328002,2774.545625507842,0.20568620900251547,-71.34461,28.224052,-7.977019,23.005802,12.3341,0.3631848,25.494713203876845,0.008825961734901478,1.1333408,metal
[103.359375],0.05083932,2200.171132096743,2012.9332529258243,0.14262498790634676,-261.93628,90.01625,-45.313652,-35.416927,-33.515823,0.31650484,25.65429215464992,-0.05102554075290037,0.8541001,metal
[103.359375],0.33731306,2795.923063387299,2717.452668944112,0.12297998198045666,24.055422,70.37027,-3.101467,29.879675,4.7081137,0.5463045,19.637542106660813,-0.00011554574199894499,1.15449,metal
[123.046875],0.34689683,2669.989045415427,2579.4468349160884,0.09734370464880031,12.7463,61.997932,-15.006582,44.30892,13.206483,0.5698308,19.48315707939692,-0.009258903759940679,1.3029695,metal
[172.265625],0.17572406,2265.769421773838,2305.5173777106497,0.09515399755708204,-75.33079,92.31682,-14.614307,48.820026,1.16793,0.47341862,20.72673216784297,0.026444918385015455,1.0050384,metal
[151.99908088],0.28916436,2792.605068236637,2676.9784532098965,0.13401430679179566,18.69237,67.93711,-4.072155,38.699104,6.9945426,0.57443386,19.808726303423217,0.004304749530699681,1.0916507,metal
[123.046875],0.07922751,1113.8124257282705,1346.4913667437525,0.04820492393092105,-222.53694,167.41422,-35.209946,59.030586,20.338106,0.43173972,22.32378121302049,0.06195421429517325,1.1767031,metal
[161.49902344],0.25558636,1934.7328782279972,1778.3516082771187,0.0973270758755805,-48.523594,102.810005,-32.643135,47.161297,1.4267166,0.4690385,21.72882210815302,0.05049363836612617,0.9145413,metal
[172.265625],0.33526725,2687.3008555686074,2645.6406843527593,0.11276084498355263,16.80843,77.30622,-7.548939,29.099434,5.941624,0.53731334,20.423531932582645,-0.0620076223705461,1.0647664,metal
[123.046875],0.23414248,2322.124054157669,2283.9158274411884,0.09846690269446594,-33.757454,84.27395,-26.859262,42.34868,0.9515111,0.39369878,22.5251143769466,-0.0005742290260836748,1.0802447,metal
[117.45383523],0.16409466,2270.197637891277,2378.396607470423,0.08571754668150154,-103.64871,86.32712,-10.990168,48.23423,7.814935,0.40732267,23.21267456994419,0.010224067942698346,1.4821687,metal
[143.5546875],0.3477701,2794.9314422732177,2672.3227519589286,0.12854721966911764,37.45458,74.897415,-9.557659,28.245754,5.1050606,0.60870934,19.669341118585244,0.012176194778013872,1.1753745,metal
[151.99908088],0.2557923,2332.1309354483083,2393.6851469463377,0.09234638036958204,-31.747795,82.5301,-12.030643,32.96866,4.187085,0.47054884,21.42727920449588,0.001528698412541532,1.250527,metal
[92.28515625],0.23465051,2758.8017327724538,2404.6283111495814,0.15140460223974458,-32.77501,75.45957,-30.725668,22.498613,-7.9392247,0.5353335,21.58209835350213,0.022296171252225595,1.0888548,metal
[99.38401442],0.26947325,2193.1986001702567,2139.4222231647655,0.0962651019494969,-8.678116,106.14309,-39.159912,57.802963,-8.671684,0.5820636,20.65107884155012,0.057409263282468835,0.9156691,metal
[161.49902344],0.28316233,2208.0455021602234,2437.512323626247,0.06740926736648607,-26.877392,88.75299,-3.179435,44.86816,4.327842,0.4460485,21.795041493749352,-0.009363149715979232,1.1974978,metal
[117.45383523],0.31515858,2647.231826331191,2391.1594683912267,0.13098635835913314,39.598938,75.91711,-30.448397,30.831762,-1.4822795,0.5841992,20.24174569294804,0.01341821252171391,1.2036536,metal
[117.45383523],0.17038451,2017.1840919762037,2198.582405124174,0.08740272167666409,-166.99615,97.107445,0.32728335,48.52845,1.87178,0.519614,21.91073710426564,0.025360485034850354,1.5306203,metal
[66.25600962],0.11267391,1036.9105963334443,1245.6739897219663,0.03954360064338235,-274.51395,136.08313,1.9560622,16.627594,21.550306,0.3056357,27.415059239631162,-0.08247755058111682,0.8545128,metal
[129.19921875],0.20633246,2242.8972540224327,2189.104783244843,0.11183983770317338,-94.95841,82.29479,-13.562211,25.79534,11.455943,0.49158388,21.78764612320779,-0.012495390312919658,1.2777325,metal
[117.45383523],0.23662475,2918.1185918385195,2757.372580231058,0.14128788336880804,-3.6137507,63.189476,-3.1870918,28.902803,6.555527,0.6241221,20.023661793844717,0.006188431207858108,1.0923707,metal
[151.99908088],0.2775356,2750.7138857603077,2753.8614039360955,0.11373702955688854,4.898471,69.64205,9.658856,40.742252,7.8454356,0.47293076,20.934844339818145,0.01554994047365784,1.2063271,metal
[143.5546875],0.20145117,3140.718275052646,2677.8721154401487,0.15663170593072756,-5.2948074,60.03591,-11.6759405,30.618242,-1.5136847,0.44306776,22.007368019859246,0.04271902710635568,1.1605977,metal
[143.5546875],0.22566299,2722.700295479116,2492.3374551348875,0.13851087824109906,-48.743855,81.30966,-15.477937,21.422369,-11.403698,0.60024744,19.52056723622469,0.017915733697636722,1.2541544,metal
[143.5546875],0.25301033,2855.623882989753,2510.7884561799992,0.13465640419407895,-40.817757,56.93242,-2.6850345,40.366367,-8.82879,0.3091468,23.76598134600086,0.005276895220580707,1.4194283,metal
[112.34714674],0.11580892,2109.5924828870266,2512.5094576428346,0.07107742356811146,-123.10065,95.050385,0.96647036,21.04754,-1.5548527,0.3810251,23.16105527216246,0.07230274197452369,1.2057464,metal
[103.359375],0.22216684,2714.9751784734904,2407.8605656210066,0.1365252515479876,-2.9237285,73.844864,-26.492912,37.758118,-1.5247124,0.5411315,20.773392049712996,-0.013166642316390831,1.2073737,metal
[107.66601562],0.2357646,2979.586853750484,2692.51476258199,0.13842357718169504,12.324596,63.542183,-4.064867,40.826557,1.8801855,0.57006747,20.240684411770076,0.0029131056016712593,1.1490237,metal
[129.19921875],0.24161679,3077.18898224906,2634.4225355926246,0.14392392185081268,-15.232615,51.24913,-2.2029927,51.742443,1.0401762,0.48600954,21.687765556162407,-0.0036987199307206547,1.1913557,metal
[161.49902344],0.078798905,1157.6800066347005,1426.8424733100383,0.06188171197755418,-249.45876,142.40903,-16.962622,20.795097,5.4159117,0.30402184,26.087893742252575,0.07803356268709555,0.9352177,metal
[161.49902344],0.09200912,2380.441333669292,2459.800870069556,0.0944113716621517,-138.71866,84.32155,1.751514,28.394096,-1.9559156,0.27216822,23.50515419735601,0.11176616779051932,1.2600588,metal
[112.34714674],0.21471025,2478.017009410053,2113.636150028101,0.14159211433339783,-32.176727,83.446785,-44.06739,45.109642,1.6154951,0.45036587,23.85037256228323,-0.06833375133492525,1.0461175,metal
[66.25600962],0.15322526,2144.4386666570567,2061.7753266145564,0.09935200694175697,-89.66022,95.15526,-36.088085,65.84178,4.2157865,0.4490767,23.872011242289,-0.007374722553022779,0.8156593,metal
[117.45383523],0.18877749,2430.0335994008765,2101.5906476721407,0.12979135424729102,-78.64086,99.79633,-15.033808,25.74058,11.469636,0.5333297,21.543603586520895,0.008298405927185174,1.0073798,metal
[143.5546875],0.21158805,2473.6750984826886,2666.2008132673477,0.09747068800793343,-35.469315,80.65542,5.210231,37.089058,5.6392813,0.4261276,21.37592934371837,-0.024202350453616784,1.1424651,metal
[99.38401442],0.19298631,2693.337852348495,2515.5055589000335,0.13731662998258515,-32.870823,80.99467,-14.787867,30.369978,9.40722,0.44771963,21.788709457798635,-0.035761479300447124,1.3613893,metal
[112.34714674],0.27582112,2815.6715786961013,2903.6153145655235,0.10750048374613003,-10.788326,69.68499,4.666476,29.30247,18.41863,0.5998113,19.39423929916078,-0.008213990704928734,1.4332403,metal
[89.10290948],0.1663637,2666.3431420490842,2608.9416588718955,0.1087389494243421,-63.346222,73.52777,-5.6265073,33.510124,6.7131066,0.49299228,21.840501758491794,0.014213540829732575,1.1535177,metal
[172.265625],0.271692,2522.6093733915745,2306.006502004181,0.12637300757062694,5.019427,79.24685,-31.542633,37.24922,-2.0607045,0.44619444,22.208467415966947,0.013040760865677854,1.3412219,metal
[92.28515625],0.24851845,2325.326560399817,2214.512842628392,0.11164747303115326,-13.070609,85.710846,-29.209366,46.694023,2.2071664,0.5275241,20.763301093254217,-0.012423286801409103,1.0929855,metal
[129.19921875],0.24539346,2865.0606554101582,2590.8885129251908,0.1344961632885062,-1.3384703,65.44635,-11.732127,38.72493,-3.0240033,0.52075046,21.302712761389703,-0.010101533085816738,1.1522628,metal
[129.19921875],0.09950084,545.3279484040917,569.3061482276573,0.03794194744098297,-305.6183,225.88078,18.298452,-3.0326455,13.885526,0.23872812,27.785960079748648,0.2152170301784278,0.60316294,classical
[215.33203125],0.06377794,617.1325103808605,764.3725298294206,0.035584440910410214,-336.77222,206.1083,-1.0110211,18.554077,16.802734,0.27574277,26.781296732679692,0.03048712065364697,0.72533935,classical
[83.35433468],0.056023605,557.7927687343882,535.167915317747,0.04316489393866099,-368.1969,216.14723,29.319227,-13.763539,8.884177,0.23743804,27.193307347272828,-0.04139568594212521,0.64769584,classical
[112.34714674],0.083143465,640.9454298567535,624.921288849258,0.04506775469233746,-318.06375,222.71686,-8.598874,3.336112,24.576626,0.23576373,28.343710380244893,0.1527370241686792,0.6823222,classical
[161.49902344],0.037588403,659.0569993899677,654.5464055747636,0.047731381820820436,-397.8793,169.13979,29.943779,0.082622044,2.3310661,0.17987244,27.29225053244179,-0.06163116887294851,0.7444477,classical
[69.83741554],0.10296633,514.3614524072349,499.8383984224416,0.03471936677631579,-310.42517,232.41391,13.391411,-3.6848786,20.527903,0.29533392,28.14284290642689,0.0691745263016952,0.61705875,classical
[86.1328125],0.07041755,725.4302594044249,759.9246560675831,0.04476314580108359,-312.4611,212.40948,-26.773304,9.817983,20.138216,0.26530778,28.618977250522196,-0.053609105969677696,0.74354434,classical
[92.28515625],0.055573408,449.24853722848457,383.05814699130485,0.03287357294891641,-388.14362,200.22363,49.834328,-9.888802,3.2817488,0.24646752,28.922929860584656,0.14263040703426139,0.45285138,classical
[143.5546875],0.011800085,780.9830403903538,1034.3888829255652,0.05306997387770898,-518.1258,148.56142,31.67155,0.7366193,9.292056,0.2223648,25.83773052913914,0.15078566874502228,0.49661836,classical
[95.703125],0.07632912,553.5867854685138,434.07923169297425,0.0445499951625387,-348.19208,196.99687,34.796577,-14.774711,5.092754,0.20738572,27.49811876907903,0.0698513008029748,0.6614761,classical
[103.359375],0.04855571,650.8121541320422,631.9923924400833,0.04449821920955882,-362.75995,202.68277,5.987892,-3.915849,11.560673,0.24506144,28.620665887436232,0.044660500496348364,0.5964491,classical
[129.19921875],0.043124344,785.1699277153494,850.6002502057254,0.05079901255321207,-382.4533,213.7963,4.8976693,-17.297562,16.750141,0.2723399,26.964799539513134,0.12254902758797397,0.6173721,classical
[143.5546875],0.12241864,563.6581609304636,757.9387646261526,0.037559485656927245,-334.98605,175.09634,46.83515,-6.566808,-3.058799,0.2014093,26.694646433769886,-0.07108758584962711,0.6273322,classical
[92.28515625],0.03604548,1015.3812274333679,916.6380248706097,0.0689897566756966,-361.28705,178.12148,-33.562653,3.9651203,1.5138088,0.19680454,28.399271505302533,-0.11709370665672306,1.0425191,classical
[99.38401442],0.041762315,759.9562291770328,649.3029348148284,0.061056320143188854,-407.51587,191.18271,38.887875,6.4987345,2.189122,0.30413127,28.012435380796212,0.15172410271076786,0.586785,classical
[143.5546875],0.08351467,585.7501046828847,666.6911088991128,0.03382934948239164,-315.2694,195.34393,4.3339534,10.278918,22.558826,0.23282938,28.598903875159465,0.06714193283547734,0.55568844,classical
[117.45383523],0.10364419,519.9352344081364,531.9533923826602,0.044901844886803405,-340.20004,238.31615,43.765606,-8.912063,2.0088606,0.24712212,26.548205730608313,0.13926266879989227,0.72895586,classical
[103.359375],0.05926557,1111.9390899458263,1124.1234068586596,0.07332230795278638,-412.9667,163.79475,32.295486,14.73823,15.355251,0.32523417,25.53144879242109,0.00875846515702033,0.6196246,classical
[143.5546875],0.070925646,653.5894096167393,668.247391229045,0.04167964214880031,-315.92197,205.24686,-13.715237,8.74704,14.286331,0.24721383,28.729256482458464,0.09831841440781273,0.6876591,classical
[161.49902344],0.08455267,1011.7916970918932,675.1740067300989,0.08713212618517802,-378.70047,156.52878,52.133957,2.3931184,-7.342636,0.22523642,27.878741038430377,0.030786803916668423,0.56005895,classical
[112.34714674],0.015166858,462.60817309394025,482.4287470355821,0.03231915453270124,-552.9278,195.15707,53.868507,7.021638,17.997463,0.24007785,29.029475637687547,0.10101046635378454,0.46263996,classical
[135.99917763],0.109839484,749.2190451823997,722.6764712020713,0.04989236648606811,-279.47382,220.56792,-15.094495,-2.5497465,25.075583,0.23409861,26.848951937493318,-0.0025793671090934968,1.0134317,classical
[99.38401442],0.07871101,636.5983469483665,672.6274969600247,0.04602277537248452,-325.97382,177.00406,29.522905,-6.080847,5.014403,0.2228727,27.739433796298233,-0.03739579977510345,0.68892646,classical
[198.76802885],0.029763425,666.2216031985619,807.7663046543983,0.040070430413119196,-481.45377,170.09859,42.094566,-3.9494565,-6.0608673,0.23730367,27.230626366974192,-0.09626932702597706,0.6088962,classical
[95.703125],0.06084205,605.1269240508207,670.9797578163883,0.04552051083591331,-345.8995,211.93924,29.225683,-5.161241,9.866826,0.23474048,27.442417915898957,0.0629947485895243,0.61237603,classical
[107.66601562],0.15258285,882.0648782413709,838.9526192862842,0.0661394337751548,-252.3351,186.40761,-7.1135488,-16.540108,-2.421346,0.2122072,27.676523924038968,0.01674727322721615,0.85145605,classical
[234.90767045],0.078454584,725.7272194567503,744.3314464241747,0.045843260207043345,-300.51093,210.49864,-24.934492,-2.0784032,14.62921,0.25424856,27.63334944123485,-0.03588646433229466,0.74344397,classical
[123.046875],0.0364394,410.77670702768944,336.34615774969825,0.02977041711010062,-458.1771,147.70288,58.361553,20.068663,17.845938,0.20054184,31.020032124629612,0.08685309542616983,0.52546066,classical
[112.34714674],0.051644016,363.5087125961102,395.5449167089924,0.02868198831753096,-438.73447,162.36562,65.28839,14.325755,4.4957604,0.23429856,26.142702077330352,0.02401900551529944,0.5302381,classical
[135.99917763],0.016191026,796.9653687276463,1278.7547747035753,0.04522081499129257,-490.13052,144.86954,63.058147,14.423689,1.8009305,0.2633824,24.302322705403324,0.08978135389901354,0.36884123,classical
